,time,heartrate,steps,calorieslevel,caloriesmets,calories
8341,11:34:00,,0.0,0.0,13.0,1.503059983253479
8342,11:34:05,,,,,
8343,11:34:10,,,,,
8344,11:34:15,69.0,,,,
8345,11:34:20,73.0,,,,
8346,11:34:25,,,,,
8347,11:34:30,,,,,
8348,11:34:35,73.0,,,,
8349,11:34:40,,,,,
8350,11:34:45,,,,,
8351,11:34:50,72.0,,,,
8352,11:34:55,,,,,
8353,11:35:00,,7.0,1.0,26.0,3.006119966506958
8354,11:35:05,70.0,,,,
8355,11:35:10,,,,,
8356,11:35:15,69.0,,,,
8357,11:35:20,68.0,,,,
8358,11:35:25,67.0,,,,
8359,11:35:30,,,,,
8360,11:35:35,66.0,,,,
8361,11:35:40,,,,,
8362,11:35:45,,,,,
8363,11:35:50,66.0,,,,
8364,11:35:55,,,,,
8365,11:36:00,,0.0,0.0,13.0,1.503059983253479
8366,11:36:05,,,,,
8367,11:36:10,,,,,
8368,11:36:15,,,,,
8369,11:36:20,,,,,
8370,11:36:25,,,,,
8371,11:36:30,,,,,
8372,11:36:35,,,,,
8373,11:36:40,,,,,
8374,11:36:45,,,,,
8375,11:36:50,,,,,
8376,11:36:55,,,,,
8377,11:37:00,,0.0,0.0,11.0,1.2718199491500854
8378,11:37:05,,,,,
8379,11:37:10,,,,,
8380,11:37:15,,,,,
8381,11:37:20,71.0,,,,
8382,11:37:25,,,,,
8383,11:37:30,,,,,
8384,11:37:35,71.0,,,,
8385,11:37:40,,,,,
8386,11:37:45,,,,,
8387,11:37:50,,,,,
8388,11:37:55,,,,,
8389,11:38:00,,0.0,0.0,10.0,1.1562000513076782
8390,11:38:05,,,,,
8391,11:38:10,,,,,
8392,11:38:15,,,,,
8393,11:38:20,,,,,
8394,11:38:25,,,,,
8395,11:38:30,,,,,
8396,11:38:35,,,,,
8397,11:38:40,,,,,
8398,11:38:45,,,,,
8399,11:38:50,,,,,
8400,11:38:55,,,,,
8401,11:39:00,,0.0,0.0,10.0,1.1562000513076782
8402,11:39:05,,,,,
8403,11:39:10,,,,,
8404,11:39:15,,,,,
8405,11:39:20,,,,,
8406,11:39:25,,,,,
8407,11:39:30,,,,,
8408,11:39:35,,,,,
8409,11:39:40,,,,,
8410,11:39:45,,,,,
8411,11:39:50,,,,,
8412,11:39:55,,,,,
8413,11:40:00,,0.0,0.0,11.0,1.2718199491500854
8414,11:40:05,,,,,
8415,11:40:10,,,,,
8416,11:40:15,,,,,
8417,11:40:20,,,,,
8418,11:40:25,,,,,
8419,11:40:30,,,,,
8420,11:40:35,,,,,
8421,11:40:40,,,,,
8422,11:40:45,,,,,
8423,11:40:50,,,,,
8424,11:40:55,,,,,
8425,11:41:00,,0.0,0.0,11.0,1.2718199491500854
8426,11:41:05,,,,,
8427,11:41:10,,,,,
8428,11:41:15,,,,,
8429,11:41:20,,,,,
8430,11:41:25,,,,,
8431,11:41:30,59.0,,,,
8432,11:41:35,,,,,
8433,11:41:40,,,,,
8434,11:41:45,59.0,,,,
8435,11:41:50,,,,,
8436,11:41:55,,,,,
8437,11:42:00,,0.0,0.0,10.0,1.1562000513076782
8438,11:42:05,,,,,
8439,11:42:10,59.0,,,,
8440,11:42:15,,,,,
8441,11:42:20,59.0,,,,
8442,11:42:25,58.0,,,,
8443,11:42:30,,,,,
8444,11:42:35,62.0,,,,
8445,11:42:40,63.0,,,,
8446,11:42:45,,,,,
8447,11:42:50,62.0,,,,
8448,11:42:55,63.0,,,,
8449,11:43:00,,0.0,0.0,11.0,1.2718199491500854
8450,11:43:05,64.0,,,,
8451,11:43:10,,,,,
8452,11:43:15,,,,,
8453,11:43:20,64.0,,,,
8454,11:43:25,,,,,
8455,11:43:30,62.0,,,,
8456,11:43:35,,,,,
8457,11:43:40,,,,,
8458,11:43:45,62.0,,,,
8459,11:43:50,,,,,
8460,11:43:55,61.0,,,,
8461,11:44:00,,0.0,0.0,10.0,1.1562000513076782
8462,11:44:05,,,,,
8463,11:44:10,61.0,,,,
8464,11:44:15,,,,,
8465,11:44:20,,,,,
8466,11:44:25,,,,,
8467,11:44:30,,,,,
8468,11:44:35,,,,,
8469,11:44:40,,,,,
8470,11:44:45,,,,,
8471,11:44:50,,,,,
8472,11:44:55,,,,,
8473,11:45:00,,0.0,0.0,11.0,1.2718199491500854
8474,11:45:05,,,,,
8475,11:45:10,,,,,
8476,11:45:15,,,,,
8477,11:45:20,58.0,,,,
8478,11:45:25,,,,,
8479,11:45:30,59.0,,,,
8480,11:45:35,59.0,,,,
8481,11:45:40,,,,,
8482,11:45:45,,,,,
8483,11:45:50,59.0,,,,
8484,11:45:55,,,,,
8485,11:46:00,,0.0,0.0,11.0,1.2718199491500854
8486,11:46:05,59.0,,,,
8487,11:46:10,58.0,,,,
8488,11:46:15,61.0,,,,
8489,11:46:20,,,,,
8490,11:46:25,,,,,
8491,11:46:30,61.0,,,,
8492,11:46:35,,,,,
8493,11:46:40,62.0,,,,
8494,11:46:45,,,,,
8495,11:46:50,59.0,,,,
8496,11:46:55,57.0,,,,
8497,11:47:00,,0.0,0.0,11.0,1.2718199491500854
8498,11:47:05,,,,,
8499,11:47:10,57.0,,,,
8500,11:47:15,,,,,
8501,11:47:20,,,,,
8502,11:47:25,58.0,,,,
8503,11:47:30,,,,,
8504,11:47:35,,,,,
8505,11:47:40,,,,,
8506,11:47:45,,,,,
8507,11:47:50,,,,,
8508,11:47:55,,,,,
8509,11:48:00,,0.0,0.0,11.0,1.2718199491500854
8510,11:48:05,,,,,
8511,11:48:10,,,,,
8512,11:48:15,,,,,
8513,11:48:20,,,,,
8514,11:48:25,,,,,
8515,11:48:30,,,,,
8516,11:48:35,,,,,
8517,11:48:40,,,,,
8518,11:48:45,,,,,
8519,11:48:50,,,,,
8520,11:48:55,,,,,
8521,11:49:00,,7.0,1.0,24.0,2.7748799324035645
8522,11:49:05,,,,,
8523,11:49:10,,,,,
8524,11:49:15,,,,,
8525,11:49:20,,,,,
8526,11:49:25,,,,,
8527,11:49:30,,,,,
8528,11:49:35,,,,,
8529,11:49:40,,,,,
8530,11:49:45,,,,,
8531,11:49:50,,,,,
8532,11:49:55,,,,,
8533,11:50:00,,0.0,0.0,11.0,1.2718199491500854
8534,11:50:05,,,,,
8535,11:50:10,,,,,
8536,11:50:15,61.0,,,,
8537,11:50:20,,,,,
8538,11:50:25,,,,,
8539,11:50:30,61.0,,,,
8540,11:50:35,62.0,,,,
8541,11:50:40,65.0,,,,
8542,11:50:45,65.0,,,,
8543,11:50:50,,,,,
8544,11:50:55,,,,,
8545,11:51:00,,0.0,0.0,10.0,1.1562000513076782
8546,11:51:05,63.0,,,,
8547,11:51:10,,,,,
8548,11:51:15,,,,,
8549,11:51:20,63.0,,,,
8550,11:51:25,,,,,
8551,11:51:30,,,,,
8552,11:51:35,63.0,,,,
8553,11:51:40,,,,,
8554,11:51:45,,,,,
8555,11:51:50,,,,,
8556,11:51:55,,,,,
8557,11:52:00,,0.0,0.0,10.0,1.1562000513076782
8558,11:52:05,,,,,
8559,11:52:10,,,,,
8560,11:52:15,,,,,
8561,11:52:20,,,,,
8562,11:52:25,,,,,
8563,11:52:30,,,,,
8564,11:52:35,,,,,
8565,11:52:40,,,,,
8566,11:52:45,,,,,
8567,11:52:50,,,,,
8568,11:52:55,,,,,
8569,11:53:00,,0.0,0.0,11.0,1.2718199491500854
8570,11:53:05,,,,,
8571,11:53:10,,,,,
8572,11:53:15,,,,,
8573,11:53:20,,,,,
8574,11:53:25,,,,,
8575,11:53:30,,,,,
8576,11:53:35,,,,,
8577,11:53:40,,,,,
8578,11:53:45,,,,,
8579,11:53:50,60.0,,,,
8580,11:53:55,60.0,,,,
8581,11:54:00,,0.0,0.0,11.0,1.2718199491500854
8582,11:54:05,61.0,,,,
8583,11:54:10,,,,,
8584,11:54:15,,,,,
8585,11:54:20,61.0,,,,
8586,11:54:25,,,,,
8587,11:54:30,,,,,
8588,11:54:35,61.0,,,,
8589,11:54:40,,,,,
8590,11:54:45,60.0,,,,
8591,11:54:50,61.0,,,,
8592,11:54:55,,,,,
8593,11:55:00,,0.0,0.0,11.0,1.2718199491500854
8594,11:55:05,,,,,
8595,11:55:10,,,,,
8596,11:55:15,62.0,,,,
8597,11:55:20,63.0,,,,
8598,11:55:25,62.0,,,,
8599,11:55:30,,,,,
8600,11:55:35,,,,,
8601,11:55:40,62.0,,,,
8602,11:55:45,,,,,
8603,11:55:50,,,,,
8604,11:55:55,62.0,,,,
8605,11:56:00,,0.0,0.0,10.0,1.1562000513076782
8606,11:56:05,,,,,
8607,11:56:10,,,,,
8608,11:56:15,,,,,
8609,11:56:20,,,,,
8610,11:56:25,,,,,
8611,11:56:30,,,,,
8612,11:56:35,,,,,
8613,11:56:40,,,,,
8614,11:56:45,,,,,
8615,11:56:50,,,,,
8616,11:56:55,,,,,
8617,11:57:00,,0.0,0.0,11.0,1.2718199491500854
8618,11:57:05,,,,,
8619,11:57:10,,,,,
8620,11:57:15,,,,,
8621,11:57:20,62.0,,,,
8622,11:57:25,,,,,
8623,11:57:30,,,,,
8624,11:57:35,62.0,,,,
8625,11:57:40,,,,,
8626,11:57:45,,,,,
8627,11:57:50,62.0,,,,
8628,11:57:55,62.0,,,,
8629,11:58:00,,0.0,0.0,11.0,1.2718199491500854
8630,11:58:05,,,,,
8631,11:58:10,62.0,,,,
8632,11:58:15,,,,,
8633,11:58:20,61.0,,,,
8634,11:58:25,62.0,,,,
8635,11:58:30,,,,,
8636,11:58:35,,,,,
8637,11:58:40,62.0,,,,
8638,11:58:45,,,,,
8639,11:58:50,,,,,
8640,11:58:55,62.0,,,,
8641,11:59:00,,9.0,1.0,24.0,2.7748799324035645
8642,11:59:05,,,,,
8643,11:59:10,62.0,,,,
8644,11:59:15,,,,,
8645,11:59:20,,,,,
8646,11:59:25,,,,,
8647,11:59:30,,,,,
8648,11:59:35,,,,,
8649,11:59:40,,,,,
8650,11:59:45,,,,,
8651,11:59:50,,,,,
8652,11:59:55,,,,,
8653,12:00:00,,0.0,0.0,11.0,1.2718199491500854
8654,12:00:05,,,,,
8655,12:00:10,,,,,
8656,12:00:15,,,,,
8657,12:00:20,,,,,
8658,12:00:25,,,,,
8659,12:00:30,,,,,
8660,12:00:35,,,,,
8661,12:00:40,,,,,
8662,12:00:45,,,,,
8663,12:00:50,,,,,
8664,12:00:55,,,,,
8665,12:01:00,,10.0,1.0,30.0,3.468600034713745
8666,12:01:05,,,,,
8667,12:01:10,,,,,
8668,12:01:15,81.0,,,,
8669,12:01:20,82.0,,,,
8670,12:01:25,85.0,,,,
8671,12:01:30,84.0,,,,
8672,12:01:35,81.0,,,,
8673,12:01:40,80.0,,,,
8674,12:01:45,80.0,,,,
8675,12:01:50,,,,,
8676,12:01:55,,,,,
8677,12:02:00,,0.0,0.0,13.0,1.503059983253479
8678,12:02:05,83.0,,,,
8679,12:02:10,81.0,,,,
8680,12:02:15,80.0,,,,
8681,12:02:20,,,,,
8682,12:02:25,,,,,
8683,12:02:30,80.0,,,,
8684,12:02:35,,,,,
8685,12:02:40,,,,,
8686,12:02:45,79.0,,,,
8687,12:02:50,80.0,,,,
8688,12:02:55,,,,,
8689,12:03:00,,0.0,0.0,13.0,1.503059983253479
8690,12:03:05,80.0,,,,
8691,12:03:10,76.0,,,,
8692,12:03:15,,,,,
8693,12:03:20,,,,,
8694,12:03:25,76.0,,,,
8695,12:03:30,,,,,
8696,12:03:35,75.0,,,,
8697,12:03:40,,,,,
8698,12:03:45,,,,,
8699,12:03:50,75.0,,,,
8700,12:03:55,,,,,
8701,12:04:00,,0.0,0.0,13.0,1.503059983253479
8702,12:04:05,73.0,,,,
8703,12:04:10,,,,,
8704,12:04:15,,,,,
8705,12:04:20,73.0,,,,
8706,12:04:25,,,,,
8707,12:04:30,,,,,
8708,12:04:35,73.0,,,,
8709,12:04:40,,,,,
8710,12:04:45,73.0,,,,
8711,12:04:50,,,,,
8712,12:04:55,73.0,,,,
8713,12:05:00,,0.0,0.0,13.0,1.503059983253479
8714,12:05:05,73.0,,,,
8715,12:05:10,,,,,
8716,12:05:15,,,,,
8717,12:05:20,73.0,,,,
8718,12:05:25,,,,,
8719,12:05:30,73.0,,,,
8720,12:05:35,74.0,,,,
8721,12:05:40,75.0,,,,
8722,12:05:45,76.0,,,,
8723,12:05:50,74.0,,,,
8724,12:05:55,74.0,,,,
8725,12:06:00,,0.0,0.0,13.0,1.503059983253479
8726,12:06:05,,,,,
8727,12:06:10,,,,,
8728,12:06:15,74.0,,,,
8729,12:06:20,77.0,,,,
8730,12:06:25,76.0,,,,
8731,12:06:30,,,,,
8732,12:06:35,74.0,,,,
8733,12:06:40,74.0,,,,
8734,12:06:45,75.0,,,,
8735,12:06:50,77.0,,,,
8736,12:06:55,79.0,,,,
8737,12:07:00,,9.0,1.0,28.0,3.237360000610352
8738,12:07:05,,,,,
8739,12:07:10,79.0,,,,
8740,12:07:15,,,,,
8741,12:07:20,,,,,
8742,12:07:25,79.0,,,,
8743,12:07:30,82.0,,,,
8744,12:07:35,83.0,,,,
8745,12:07:40,82.0,,,,
8746,12:07:45,,,,,
8747,12:07:50,83.0,,,,
8748,12:07:55,84.0,,,,
8749,12:08:00,,7.0,1.0,28.0,3.237360000610352
8750,12:08:05,87.0,,,,
8751,12:08:10,86.0,,,,
8752,12:08:15,85.0,,,,
8753,12:08:20,,,,,
8754,12:08:25,,,,,
8755,12:08:30,83.0,,,,
8756,12:08:35,82.0,,,,
8757,12:08:40,80.0,,,,
8758,12:08:45,77.0,,,,
8759,12:08:50,,,,,
8760,12:08:55,,,,,
8761,12:09:00,,10.0,1.0,30.0,3.468600034713745
8762,12:09:05,78.0,,,,
8763,12:09:10,80.0,,,,
8764,12:09:15,,,,,
8765,12:09:20,,,,,
8766,12:09:25,80.0,,,,
8767,12:09:30,84.0,,,,
8768,12:09:35,85.0,,,,
8769,12:09:40,84.0,,,,
8770,12:09:45,,,,,
8771,12:09:50,,,,,
8772,12:09:55,84.0,,,,
8773,12:10:00,,48.0,1.0,38.0,4.39355993270874
8774,12:10:05,,,,,
8775,12:10:10,84.0,,,,
8776,12:10:15,85.0,,,,
8777,12:10:20,,,,,
8778,12:10:25,,,,,
8779,12:10:30,85.0,,,,
8780,12:10:35,,,,,
8781,12:10:40,,,,,
8782,12:10:45,,,,,
8783,12:10:50,,,,,
8784,12:10:55,,,,,
8785,12:11:00,,43.0,1.0,38.0,4.39355993270874
8786,12:11:05,,,,,
8787,12:11:10,82.0,,,,
8788,12:11:15,,,,,
8789,12:11:20,84.0,,,,
8790,12:11:25,,,,,
8791,12:11:30,,,,,
8792,12:11:35,86.0,,,,
8793,12:11:40,88.0,,,,
8794,12:11:45,90.0,,,,
8795,12:11:50,92.0,,,,
8796,12:11:55,91.0,,,,
8797,12:12:00,,0.0,0.0,13.0,1.503059983253479
8798,12:12:05,,,,,
8799,12:12:10,,,,,
8800,12:12:15,88.0,,,,
8801,12:12:20,86.0,,,,
8802,12:12:25,85.0,,,,
8803,12:12:30,,,,,
8804,12:12:35,83.0,,,,
8805,12:12:40,87.0,,,,
8806,12:12:45,,,,,
8807,12:12:50,,,,,
8808,12:12:55,87.0,,,,
8809,12:13:00,,0.0,0.0,12.0,1.3874399662017822
8810,12:13:05,85.0,,,,
8811,12:13:10,84.0,,,,
8812,12:13:15,80.0,,,,
8813,12:13:20,79.0,,,,
8814,12:13:25,79.0,,,,
8815,12:13:30,79.0,,,,
8816,12:13:35,79.0,,,,
8817,12:13:40,,,,,
8818,12:13:45,,,,,
8819,12:13:50,79.0,,,,
8820,12:13:55,,,,,
8821,12:14:00,,0.0,0.0,12.0,1.3874399662017822
8822,12:14:05,77.0,,,,
8823,12:14:10,,,,,
8824,12:14:15,76.0,,,,
8825,12:14:20,,,,,
8826,12:14:25,75.0,,,,
8827,12:14:30,75.0,,,,
8828,12:14:35,74.0,,,,
8829,12:14:40,,,,,
8830,12:14:45,72.0,,,,
8831,12:14:50,71.0,,,,
8832,12:14:55,69.0,,,,
8833,12:15:00,71.0,0.0,0.0,13.0,1.503059983253479
8834,12:15:05,,,,,
8835,12:15:10,72.0,,,,
8836,12:15:15,71.0,,,,
8837,12:15:20,,,,,
8838,12:15:25,70.0,,,,
8839,12:15:30,71.0,,,,
8840,12:15:35,,,,,
8841,12:15:40,,,,,
8842,12:15:45,71.0,,,,
8843,12:15:50,,,,,
8844,12:15:55,,,,,
8845,12:16:00,71.0,0.0,0.0,12.0,1.3874399662017822
8846,12:16:05,72.0,,,,
8847,12:16:10,73.0,,,,
8848,12:16:15,71.0,,,,
8849,12:16:20,73.0,,,,
8850,12:16:25,73.0,,,,
8851,12:16:30,,,,,
8852,12:16:35,72.0,,,,
8853,12:16:40,69.0,,,,
8854,12:16:45,68.0,,,,
8855,12:16:50,69.0,,,,
8856,12:16:55,,,,,
8857,12:17:00,,0.0,0.0,12.0,1.3874399662017822
8858,12:17:05,69.0,,,,
8859,12:17:10,,,,,
8860,12:17:15,,,,,
8861,12:17:20,69.0,,,,
8862,12:17:25,74.0,,,,
8863,12:17:30,75.0,,,,
8864,12:17:35,73.0,,,,
8865,12:17:40,,,,,
8866,12:17:45,70.0,,,,
8867,12:17:50,69.0,,,,
8868,12:17:55,,,,,
8869,12:18:00,,0.0,0.0,11.0,1.2718199491500854
8870,12:18:05,69.0,,,,
8871,12:18:10,,,,,
8872,12:18:15,,,,,
8873,12:18:20,,,,,
8874,12:18:25,,,,,
8875,12:18:30,,,,,
8876,12:18:35,,,,,
8877,12:18:40,,,,,
8878,12:18:45,,,,,
8879,12:18:50,,,,,
8880,12:18:55,,,,,
8881,12:19:00,,0.0,0.0,11.0,1.2718199491500854
8882,12:19:05,,,,,
8883,12:19:10,,,,,
8884,12:19:15,,,,,
8885,12:19:20,,,,,
8886,12:19:25,,,,,
8887,12:19:30,,,,,
8888,12:19:35,,,,,
8889,12:19:40,,,,,
8890,12:19:45,,,,,
8891,12:19:50,,,,,
8892,12:19:55,,,,,
8893,12:20:00,,49.0,1.0,38.0,4.39355993270874
8894,12:20:05,,,,,
8895,12:20:10,,,,,
8896,12:20:15,,,,,
8897,12:20:20,,,,,
8898,12:20:25,,,,,
8899,12:20:30,,,,,
8900,12:20:35,,,,,
8901,12:20:40,,,,,
8902,12:20:45,,,,,
8903,12:20:50,,,,,
8904,12:20:55,,,,,
8905,12:21:00,,50.0,1.0,38.0,4.39355993270874
8906,12:21:05,96.0,,,,
8907,12:21:10,98.0,,,,
8908,12:21:15,,,,,
8909,12:21:20,100.0,,,,
8910,12:21:25,102.0,,,,
8911,12:21:30,104.0,,,,
8912,12:21:35,,,,,
8913,12:21:40,105.0,,,,
8914,12:21:45,106.0,,,,
8915,12:21:50,,,,,
8916,12:21:55,,,,,
8917,12:22:00,,0.0,0.0,13.0,1.503059983253479
8918,12:22:05,82.0,,,,
8919,12:22:10,73.0,,,,
8920,12:22:15,72.0,,,,
8921,12:22:20,,,,,
8922,12:22:25,74.0,,,,
8923,12:22:30,72.0,,,,
8924,12:22:35,,,,,
8925,12:22:40,73.0,,,,
8926,12:22:45,75.0,,,,
8927,12:22:50,,,,,
8928,12:22:55,,,,,
8929,12:23:00,,0.0,0.0,13.0,1.503059983253479
8930,12:23:05,72.0,,,,
8931,12:23:10,72.0,,,,
8932,12:23:15,,,,,
8933,12:23:20,,,,,
8934,12:23:25,72.0,,,,
8935,12:23:30,,,,,
8936,12:23:35,74.0,,,,
8937,12:23:40,70.0,,,,
8938,12:23:45,70.0,,,,
8939,12:23:50,69.0,,,,
8940,12:23:55,68.0,,,,
8941,12:24:00,66.0,0.0,0.0,13.0,1.503059983253479
8942,12:24:05,,,,,
8943,12:24:10,,,,,
8944,12:24:15,66.0,,,,
8945,12:24:20,66.0,,,,
8946,12:24:25,,,,,
8947,12:24:30,,,,,
8948,12:24:35,76.0,,,,
8949,12:24:40,,,,,
8950,12:24:45,75.0,,,,
8951,12:24:50,,,,,
8952,12:24:55,76.0,,,,
8953,12:25:00,,0.0,0.0,13.0,1.503059983253479
8954,12:25:05,,,,,
8955,12:25:10,76.0,,,,
8956,12:25:15,76.0,,,,
8957,12:25:20,,,,,
8958,12:25:25,,,,,
8959,12:25:30,76.0,,,,
8960,12:25:35,,,,,
8961,12:25:40,75.0,,,,
8962,12:25:45,78.0,,,,
8963,12:25:50,77.0,,,,
8964,12:25:55,,,,,
8965,12:26:00,,0.0,0.0,13.0,1.503059983253479
8966,12:26:05,77.0,,,,
8967,12:26:10,75.0,,,,
8968,12:26:15,,,,,
8969,12:26:20,75.0,,,,
8970,12:26:25,76.0,,,,
8971,12:26:30,,,,,
8972,12:26:35,,,,,
8973,12:26:40,76.0,,,,
8974,12:26:45,,,,,
8975,12:26:50,,,,,
8976,12:26:55,76.0,,,,
8977,12:27:00,,0.0,0.0,13.0,1.503059983253479
8978,12:27:05,,,,,
8979,12:27:10,76.0,,,,
8980,12:27:15,,,,,
8981,12:27:20,,,,,
8982,12:27:25,76.0,,,,
8983,12:27:30,78.0,,,,
8984,12:27:35,,,,,
8985,12:27:40,79.0,,,,
8986,12:27:45,,,,,
8987,12:27:50,80.0,,,,
8988,12:27:55,81.0,,,,
8989,12:28:00,,0.0,0.0,13.0,1.503059983253479
8990,12:28:05,,,,,
8991,12:28:10,,,,,
8992,12:28:15,79.0,,,,
8993,12:28:20,,,,,
8994,12:28:25,,,,,
8995,12:28:30,78.0,,,,
8996,12:28:35,77.0,,,,
8997,12:28:40,,,,,
8998,12:28:45,,,,,
8999,12:28:50,76.0,,,,
9000,12:28:55,74.0,,,,
9001,12:29:00,,9.0,1.0,26.0,3.006119966506958
9002,12:29:05,,,,,
9003,12:29:10,74.0,,,,
9004,12:29:15,75.0,,,,
9005,12:29:20,,,,,
9006,12:29:25,,,,,
9007,12:29:30,75.0,,,,
9008,12:29:35,,,,,
9009,12:29:40,,,,,
9010,12:29:45,75.0,,,,
9011,12:29:50,,,,,
9012,12:29:55,,,,,
9013,12:30:00,,0.0,0.0,13.0,1.503059983253479
9014,12:30:05,,,,,
9015,12:30:10,75.0,,,,
9016,12:30:15,77.0,,,,
9017,12:30:20,77.0,,,,
9018,12:30:25,,,,,
9019,12:30:30,81.0,,,,
9020,12:30:35,78.0,,,,
9021,12:30:40,73.0,,,,
9022,12:30:45,69.0,,,,
9023,12:30:50,,,,,
9024,12:30:55,70.0,,,,
9025,12:31:00,,0.0,0.0,12.0,1.3874399662017822
9026,12:31:05,71.0,,,,
9027,12:31:10,72.0,,,,
9028,12:31:15,72.0,,,,
9029,12:31:20,73.0,,,,
9030,12:31:25,,,,,
9031,12:31:30,73.0,,,,
9032,12:31:35,74.0,,,,
9033,12:31:40,70.0,,,,
9034,12:31:45,67.0,,,,
9035,12:31:50,69.0,,,,
9036,12:31:55,69.0,,,,
9037,12:32:00,,0.0,0.0,12.0,1.3874399662017822
9038,12:32:05,70.0,,,,
9039,12:32:10,72.0,,,,
9040,12:32:15,77.0,,,,
9041,12:32:20,77.0,,,,
9042,12:32:25,78.0,,,,
9043,12:32:30,78.0,,,,
9044,12:32:35,79.0,,,,
9045,12:32:40,79.0,,,,
9046,12:32:45,80.0,,,,
9047,12:32:50,80.0,,,,
9048,12:32:55,,,,,
9049,12:33:00,,0.0,0.0,12.0,1.3874399662017822
9050,12:33:05,80.0,,,,
9051,12:33:10,,,,,
9052,12:33:15,,,,,
9053,12:33:20,78.0,,,,
9054,12:33:25,,,,,
9055,12:33:30,77.0,,,,
9056,12:33:35,,,,,
9057,12:33:40,75.0,,,,
9058,12:33:45,,,,,
9059,12:33:50,74.0,,,,
9060,12:33:55,73.0,,,,
9061,12:34:00,,0.0,0.0,13.0,1.503059983253479
9062,12:34:05,,,,,
9063,12:34:10,73.0,,,,
9064,12:34:15,,,,,
9065,12:34:20,72.0,,,,
9066,12:34:25,72.0,,,,
9067,12:34:30,,,,,
9068,12:34:35,,,,,
9069,12:34:40,72.0,,,,
9070,12:34:45,,,,,
9071,12:34:50,73.0,,,,
9072,12:34:55,74.0,,,,
9073,12:35:00,,13.0,1.0,28.0,3.237360000610352
9074,12:35:05,74.0,,,,
9075,12:35:10,72.0,,,,
9076,12:35:15,,,,,
9077,12:35:20,,,,,
9078,12:35:25,72.0,,,,
9079,12:35:30,,,,,
9080,12:35:35,,,,,
9081,12:35:40,73.0,,,,
9082,12:35:45,75.0,,,,
9083,12:35:50,77.0,,,,
9084,12:35:55,77.0,,,,
9085,12:36:00,,0.0,0.0,13.0,1.503059983253479
9086,12:36:05,75.0,,,,
9087,12:36:10,73.0,,,,
9088,12:36:15,72.0,,,,
9089,12:36:20,,,,,
9090,12:36:25,,,,,
9091,12:36:30,73.0,,,,
9092,12:36:35,83.0,,,,
9093,12:36:40,82.0,,,,
9094,12:36:45,,,,,
9095,12:36:50,81.0,,,,
9096,12:36:55,,,,,
9097,12:37:00,,6.0,1.0,26.0,3.006119966506958
9098,12:37:05,84.0,,,,
9099,12:37:10,84.0,,,,
9100,12:37:15,83.0,,,,
9101,12:37:20,,,,,
9102,12:37:25,81.0,,,,
9103,12:37:30,79.0,,,,
9104,12:37:35,,,,,
9105,12:37:40,76.0,,,,
9106,12:37:45,76.0,,,,
9107,12:37:50,,,,,
9108,12:37:55,,,,,
9109,12:38:00,,0.0,0.0,13.0,1.503059983253479
9110,12:38:05,,,,,
9111,12:38:10,,,,,
9112,12:38:15,76.0,,,,
9113,12:38:20,,,,,
9114,12:38:25,77.0,,,,
9115,12:38:30,79.0,,,,
9116,12:38:35,79.0,,,,
9117,12:38:40,,,,,
9118,12:38:45,,,,,
9119,12:38:50,79.0,,,,
9120,12:38:55,77.0,,,,
9121,12:39:00,,0.0,0.0,13.0,1.503059983253479
9122,12:39:05,78.0,,,,
9123,12:39:10,,,,,
9124,12:39:15,,,,,
9125,12:39:20,78.0,,,,
9126,12:39:25,75.0,,,,
9127,12:39:30,74.0,,,,
9128,12:39:35,73.0,,,,
9129,12:39:40,73.0,,,,
9130,12:39:45,,,,,
9131,12:39:50,72.0,,,,
9132,12:39:55,75.0,,,,
9133,12:40:00,,0.0,0.0,13.0,1.503059983253479
9134,12:40:05,,,,,
9135,12:40:10,,,,,
9136,12:40:15,75.0,,,,
9137,12:40:20,,,,,
9138,12:40:25,73.0,,,,
9139,12:40:30,72.0,,,,
9140,12:40:35,72.0,,,,
9141,12:40:40,,,,,
9142,12:40:45,73.0,,,,
9143,12:40:50,75.0,,,,
9144,12:40:55,79.0,,,,
9145,12:41:00,,0.0,0.0,13.0,1.503059983253479
9146,12:41:05,78.0,,,,
9147,12:41:10,76.0,,,,
9148,12:41:15,74.0,,,,
9149,12:41:20,74.0,,,,
9150,12:41:25,74.0,,,,
9151,12:41:30,,,,,
9152,12:41:35,73.0,,,,
9153,12:41:40,,,,,
9154,12:41:45,74.0,,,,
9155,12:41:50,75.0,,,,
9156,12:41:55,74.0,,,,
9157,12:42:00,,0.0,0.0,13.0,1.503059983253479
9158,12:42:05,73.0,,,,
9159,12:42:10,,,,,
9160,12:42:15,74.0,,,,
9161,12:42:20,,,,,
9162,12:42:25,79.0,,,,
9163,12:42:30,81.0,,,,
9164,12:42:35,77.0,,,,
9165,12:42:40,,,,,
9166,12:42:45,,,,,
9167,12:42:50,77.0,,,,
9168,12:42:55,76.0,,,,
9169,12:43:00,,0.0,0.0,13.0,1.503059983253479
9170,12:43:05,,,,,
9171,12:43:10,76.0,,,,
9172,12:43:15,,,,,
9173,12:43:20,,,,,
9174,12:43:25,76.0,,,,
9175,12:43:30,,,,,
9176,12:43:35,,,,,
9177,12:43:40,,,,,
9178,12:43:45,,,,,
9179,12:43:50,,,,,
9180,12:43:55,,,,,
9181,12:44:00,,0.0,0.0,12.0,1.3874399662017822
